Company,Code,Name,Email,Phone,Address,City,State,Postal Code,Country,Group Area ID,Customer Group ID,Vat No,CF 1,CF 2,CF 3,CF 4,CF 5,CF 6
ដឹឡាក់អារីយ៉ង់,A-0186,ដឹឡាក់អារីយ៉ង់,,069 788 265,,,,,,,,,,,,,,
មុខផ្សារហេងលី,A-0187,មុខផ្សារហេងលី,,069 800 807 / 098 722 258,,,,,,,,,,,,,,
សាលាបញ្ញាសាស្រ្ត (មុខវត្តបទុម្ត),A-0188,សាលាបញ្ញាសាស្រ្ត (មុខវត្តបទុម្ត),,023 216 596 / 085 839 968,,,,,,,,,,,,,,
ឃីងហ្រ្គេន 1 (មាត់ទន្លេ),A-0189,ឃីងហ្រ្គេន 1 (មាត់ទន្លេ),,017 887 899 / 089 846 784,,,,,,,,,,,,,,
ម៉េងជូ,A-0190,ម៉េងជូ,,011 708 787,,,,,,,,,,,,,,
ទាំក្រះធើយ (បឹងកក់),A-0191,ទាំក្រះធើយ (បឹងកក់),sreyneath.saing@lbngroups.com,017 777 609 / 092 999 175,,,,,,,,,,,,,,
ដឹវើល (បឹងត្របែក),A-0192,ដឹវើល (បឹងត្របែក),,016 717 172 / 061 808 888,,,,,,,,,,,,,,
ហ្គ្រេនភ្មំពេញ,A-0193,ហ្គ្រេនភ្មំពេញ,,069 777 310 / 011 333 372,,,,,,,,,,,,,,
ទ្រីកាហ្វេ,A-0194,ទ្រីកាហ្វេ,,010 250 357,#5E st.152,,,,,,,,,,,,,
ហាងជប៉ុន (សាខាត្បាល់ខ្មែរ),A-0195,ហាងជប៉ុន (សាខាត្បាល់ខ្មែរ),,,ជិតម្ហូបអ្នកម្តាយ,,,,,,,,,,,,,
A1,A-0196,A1,,023 724 146,,,,,,,,,,,,,,
ម៉នស្ទ័រ (ម្តុំសាលាហ៊ុននាង),A-0197,ម៉នស្ទ័រ (ម្តុំសាលាហ៊ុននាង),,087 777 262 / 069 216 641,ម្តុំសាលាហ៊ុននាង ផ្លូវចូលលីឡានៅខាងឆ្វេងដៃ,,,,,,,,,,,,,
កូនតី (ទួលគោក),A-0198,កូនតី (ទួលគោក),,011 393 999 / 012 477 559,,,,,,,,,,,,,,
វីឡាលេខ3,A-0199,វីឡាលេខ3,,012 602 757,,,,,,,,,,,,,,
បីធំ,A-0200,បីធំ,,,,,,,,,,,,,,,,
មីកៅដាយ,A-0201,មីកៅដាយ,,092 799 332,#4Z st.197 ,,,,,,,,,,,,,
ឃីវី ផ្លូវ310,A-0202,ឃីវី ផ្លូវ310,,089 966 966 / 012 839 365,"#31 st.310 ,SK.BKK1 PP",,,,,,,,,,,,,
ស្តូនគ្រៀល (បឹងកក់),A-0203,ស្តូនគ្រៀល (បឹងកក់),,,,,,,,,,,,,,,,
បុប្ផាអង្គរ (បឹងស្នោរ),A-0204,បុប្ផាអង្គរ (បឹងស្នោរ),,012 489 895 / 015 933 331,,,,,,,,,,,,,,
សាន់អេនមូន,A-0205,សាន់អេនមូន,,012 967 337 / 012 895 295,,,,,,,,,,,,,,
ដឹផេនដា,A-0206,ដឹផេនដា,,081 955 486,ខាងត្បូងពេទ្យរូស្សីទល់មុខលាងម៉ូតូ,,,,,,,,,,,,,
ភូមិសាច់អាំង 168,A-0207,ភូមិសាច់អាំង 168,,098 222 203 / 096 399 6256,,,,,,,,,,,,,,
ម៉ូណែត,A-0208,ម៉ូណែត,,088 810 1118,,,,,,,,,,,,,,
បៀរស៊ីធី (សូរិយាម៉ល),A-0209,បៀរស៊ីធី (សូរិយាម៉ល),,012 871 300,,,,,,,,,,,,,,
វីថេស (ម្តុំស្ពានហង្ស),A-0210,វីថេស (ម្តុំស្ពានហង្ស),,015 864 404,,,,,,,,,,,,,,
មីហិរ 371,A-0211,មីហិរ 371,,096 666 0888 / 081 404 602,,,,,,,,,,,,,,
អារ៉ូម៉ា (បឹងត្របែក),A-0212,អារ៉ូម៉ា (បឹងត្របែក),,069 227 257,,,,,,,,,,,,,,
វីឡាទួលគោក,A-0213,វីឡាទួលគោក,,098 220 192 / 097 967 3936,,,,,,,,,,,,,,
មីបាក់ទូក,A-0214,មីបាក់ទូក,,012 588 085 / 015 888 861,st.164,,,,,,,,,,,,,
ខេមបូប្រីច (មុខពេទ្យរូស្សី),A-0215,ខេមបូប្រីច (មុខពេទ្យរូស្សី),,017 440 071 / 017 592 990,#10 st.195,,,,,,,,,,,,,
ហ៊ួយពីងយាន,B-0216,ហ៊ួយពីងយាន,,097 331 5698,#28 st.302,,,,,,,,,,,,,
តាំក្រះធើយ (ចតុមុខ),A-0217,តាំក្រះធើយ (ចតុមុខ),,092 999 163,,,,,,,,,,,,,,
ដូមីណូ IFL,A-0218,ដូមីណូ IFL,sokhy.d@kyochoncam.com,093 931 111 / 093 309 222,,,,,,,,,,,,,,
ស៊ុបក្រពះជ្រូក (បឹងកក់),B-0219,ស៊ុបក្រពះជ្រូក (បឹងកក់),,010 309 556 / 092 472 025,,,,,,,,,,,,,,
អេសកាហ្វេ (ទួលគោក),A-0220,អេសកាហ្វេ (ទួលគោក),,017 752 207 / 015 752 207,,,,,,,,,,,,,,
ហ្វឺកាលី (ម៉ុងរិទ្ធី),A-0221,ហ្វឺកាលី (ម៉ុងរិទ្ធី),,087 981 777,,,,,,,,,,,,,,
មីឆាវីនីស,B-0222,មីឆាវីនីស,,093 208 797,,,,,,,,,,,,,,
ND Gas st.371,C-0223,ND Gas st.371,,012 610 048 / 017 293 789,,,,,,,,,,,,,,
ហ្វឺកាលី (ផ្លូវ205),A-0224,ហ្វឺកាលី (ផ្លូវ205),,,,,,,,,,,,,,,,
ឡុងកី (ទួលស្វាយព្រៃ),A-0225,ឡុងកី (ទួលស្វាយព្រៃ),,,,,,,,,,,,,,,,
មឹកស្រួយ,A-0226,មឹកស្រួយ,,077 399 596,,,,,,,,,,,,,,
ដុយម៉ិច,C-0227,ដុយម៉ិច,,012 864 998 / 087 864 998,,,,,,,,,,,,,,
ហ៊ុយថន,C-0228,ហ៊ុយថន,,012 456 502 / 017 503 042,,,,,,,,,,,,,,
មេគង្គ74,A-0229,មេគង្គ74,,031 322 2261,,,,,,,,,,,,,,
ស៊ីណេឈើកាហ្វេ (មុខសាលាវេសស្ទឺនទួលគោក),A-0230,ស៊ីណេឈើកាហ្វេ (មុខសាលាវេសស្ទឺនទួលគោក),,077 223 699,,,,,,,,,,,,,,
ណារ៉ាហ្គាស,C-0231,ណារ៉ាហ្គាស,,012 986 006 / 011 986 006,,,,,,,,,,,,,,
ស៊ូលីវស៊ាន,B-0232,ស៊ូលីវស៊ាន,,097 725 5381,st.306 ,,,,,,,,,,,,,
សណ្ឋាគារក្រវ៉ាន់ ,A-0233,សណ្ឋាគារក្រវ៉ាន់ ,ap@kravanhotel.com,017 231 501,,,,,,,,,,,,,,
ផាកកាហ្វេ (ត្រសក់ផ្អែម),A-0234,ផាកកាហ្វេ (ត្រសក់ផ្អែម),,015 222 431 / 016 841 846,,,,,,,,,,,,,,
ធីខេក st.199,B-0235,ធីខេក st.199,,012 365 678 / 010 365 678,,,,,,,,,,,,,,
បឺហ្គឺ (ទួលគោក),A-0236,បឺហ្គឺ (ទួលគោក),socheat.thfnb@gmail.com,017 554 558 / 012 953 565,,,,,,,,,,,,,,
បឺហ្គឺ st.310,A-0237,បឺហ្គឺ st.310,,070 638 500,,,,,,,,,,,,,,
សម្ផស្សបុកល្ហុង 3 (ផ្សារដេប៉ូ),B-0238,សម្ផស្សបុកល្ហុង 3 (ផ្សារដេប៉ូ),,,,,,,,,,,,,,,,
ត្បាល់ខ្មែរ (ស៊ីសុវត្ថិ),A-0239,ត្បាល់ខ្មែរ (ស៊ីសុវត្ថិ),,096 849 0248,,,,,,,,,,,,,,
ត្បាល់ខ្មែរ (ផ្សារថ្មី),A-0240,ត្បាល់ខ្មែរ (ផ្សារថ្មី),,098 900 208,,,,,,,,,,,,,,
ស៊ុបផានជឺ,B-0241,ស៊ុបផានជឺ,,,ជិតសោនក្លឹប,,,,,,,,,,,,,
ល្មុតទុំ,B-0242,ល្មុតទុំ,,098 519 999 / 092 945 353,,,,,,,,,,,,,,
ចិន 88,A-0243,ចិន 88,,089 956 925,,,,,,,,,,,,,,
ភូមិគ្រឹះទន្លេ (ច្បារអំពៅ),A-0244,ភូមិគ្រឹះទន្លេ (ច្បារអំពៅ),,015 828 314 / 098 264 830,,,,,,,,,,,,,,
ដកម៉ៃ st.271,B-0245,ដកម៉ៃ st.271,,015 212 049,st.271 ជាប់ផាកកាហ្វេសុវណ្ណា,,,,,,,,,,,,,
ដានីថា,A-0246,ដានីថា,,017 257 767,#9 st.150,,,,,,,,,,,,,
ចិន #42 st.334,B-0247,ចិន #42 st.334,,061 204 767,,,,,,,,,,,,,,
អាម៉ូន្នី (ទួលស្លែង),B-0248,អាម៉ូន្នី (ទួលស្លែង),,087 799 192,,,,,,,,,,,,,,
រតនះ168 (បឹងសាឡាង),B-0249,រតនះ168 (បឹងសាឡាង),,092 667 669 / 017 844 441,,,,,,,,,,,,,,
រ៉ាក់សិការ,A-0250,រ៉ាក់សិការ,,,#150 st.316D,,,,,,,,,,,,,
#34 st.294 (ជិតវិមានឯករាជ្យ),B-0251,#34 st.294 (ជិតវិមានឯករាជ្យ),,096578 1821,,,,,,,,,,,,,,
អង្គរជុំ (បឹងសាឡាង),A-0252,អង្គរជុំ (បឹងសាឡាង),,070 766 092 / 015 962 535,,,,,,,,,,,,,,
យូអ៊ី,B-0253,យូអ៊ី,,088 856 1561,#72 st.122,,,,,,,,,,,,,
ចិន st.322 (សាខាចិនកញ្ចក់ខ្មៅ),A-0254,ចិន st.322 (សាខាចិនកញ្ចក់ខ្មៅ),,,,,,,,,,,,,,,,
Black Wood (ក្រោយទូតចិន),B-0255,Black Wood (ក្រោយទូតចិន),,092 544 496,,,,,,,,,,,,,,
ទល់មុខរ៉ា (សូរិយាម៉ល),B-0256,ទល់មុខរ៉ា (សូរិយាម៉ល),,069 664 456,,,,,,,,,,,,,,
យីសៀន (កោះពេជ្រ),B-0257,យីសៀន (កោះពេជ្រ),,,,,,,,,,,,,,,,
រ៉ូឃូ (បឹងកេងកង),A-0258,រ៉ូឃូ (បឹងកេងកង),,077 878 889,,,,,,,,,,,,,,
អង់តែនទួលគោក,B-0259,អង់តែនទួលគោក,,010 286 888,,,,,,,,,,,,,,
ខ្ទះដោរ,B-0260,ខ្ទះដោរ,,069 729 928,,,,,,,,,,,,,,
អាប៉ូឡូ,C-0261,អាប៉ូឡូ,,017 518 666 / 010 518 666,,,,,,,,,,,,,,
គីមហាក់ (ម៉ាក់),C-0262,គីមហាក់ (ម៉ាក់),,099 999 234,,,,,,,,,,,,,,
គីមហាក់ (កូន),C-0263,គីមហាក់ (កូន),,,,,,,,,,,,,,,,
សហគមន៏កសិកម្មសែនហានចម្រើនផល,B-0264,សហគមន៏កសិកម្មសែនហានចម្រើនផល,,012 555 213 / 097 400 3003,,,,,,,,,,,,,,
អង្គការសន្សំដើម្បីអភិវឌ្ឍន៏,B-0265,អង្គការសន្សំដើម្បីអភិវឌ្ឍន៏,,070 888 744 / 070 888 224,,,,,,,,,,,,,,
ឃ្លាំងលេខ4,A-0266,ឃ្លាំងលេខ4,,088 788 8681 ,,,,,,,,,,,,,,
ឈូកទិព្វ,A-0267,ឈូកទិព្វ,,011 903 121 / 015 958 501,,,,,,,,,,,,,,
បោកគក់ចំការដូង,B-0268,បោកគក់ចំការដូង,,093 661 688,,,,,,,,,,,,,,
កោះពេជ្រ,A-0269,កោះពេជ្រ,,097 661 1133 / 012 757 412,,,,,,,,,,,,,,
ហួរលី,B-0270,ហួរលី,,012 229 333,,,,,,,,,,,,,,
ឡាយងួនចេង,B-0271,ឡាយងួនចេង,,012 858 838,,,,,,,,,,,,,,
KS (បឹងកេងកង),A-0272,KS (បឹងកេងកង),,096 699 8989,,,,,,,,,,,,,,
ម៉ាម៉ាកាហ្វេ (បឹងត្របែក),B-0273,ម៉ាម៉ាកាហ្វេ (បឹងត្របែក),,070 559 592,,,,,,,,,,,,,,
#42 st.63 (សាខាខូវខូវស៊ាំង),B-0274,#42 st.63 (សាខាខូវខូវស៊ាំង),,,,,,,,,,,,,,,,
123 គ្រឿងសមុទ្រ,B-0275,123 គ្រឿងសមុទ្រ,,012 963 319,,,,,,,,,,,,,,
អេលីស (កម្ពុជាក្រោម),A-0276,អេលីស (កម្ពុជាក្រោម),,071 300 0825,,,,,,,,,,,,,,
អេលីស (ផ្សារដេប៉ូ),A-0277,អេលីស (ផ្សារដេប៉ូ),,071 796 8888,,,,,,,,,,,,,,
ម្ទេសធំ (បបរឆ្ងាញ់),B-0278,ម្ទេសធំ (បបរឆ្ងាញ់),,010 835 384,,,,,,,,,,,,,,
វាលកាហ្វេ (ច្រមុះជ្រូកដុយម៉ិច),B-0279,វាលកាហ្វេ (ច្រមុះជ្រូកដុយម៉ិច),,012 401 019,,,,,,,,,,,,,,
ផ្ទះបាំងកក,B-0280,ផ្ទះបាំងកក,,017 585 535 / 016 443 225,,,,,,,,,,,,,,
សុហ្វៀឃីតឆេន (ប្រលាន),B-0281,សុហ្វៀឃីតឆេន (ប្រលាន),,016 804 933 / 015 504 326,,,,,,,,,,,,,,
សិគិ,B-0282,សិគិ,,010 947 447 / 095 542 329,,,,,,,,,,,,,,
ផ្សារកាប់គោ,B-0283,ផ្សារកាប់គោ,,012 702 708,,,,,,,,,,,,,,
ហ៊ាស៊ូទ្រី,C-0284,ហ៊ាស៊ូទ្រី,,012 527 464,,,,,,,,,,,,,,
ហ្វឺសាមគ្គី,B-0285,ហ្វឺសាមគ្គី,,012 688 955 / 015 333 389,,,,,,,,,,,,,,
នំបុ័ងណូរ៉ា,B-0286,នំបុ័ងណូរ៉ា,,010 962 983 / 070 770 896,,,,,,,,,,,,,,
555,B-0287,555,,071 222 0555 / 092 828 898,,,,,,,,,,,,,,
មីតអេនត្រីង,B-0288,មីតអេនត្រីង,,012 707 884,,,,,,,,,,,,,,
ក្រវ៉ាញ (ទួលទំពូង),B-0289,ក្រវ៉ាញ (ទួលទំពូង),,012 319 111,,,,,,,,,,,,,,
ផ្សារPC,C-0290,ផ្សារPC,,096 260 5994,,,,,,,,,,,,,,
អង្គរថោន ,B-0291,អង្គរថោន ,,096 303 3333 / 076 222 2233,,,,,,,,,,,,,,
បង្កងនាគ (ស្តុបបូកគោ),A-0292,បង្កងនាគ (ស្តុបបូកគោ),,,,,,,,,,,,,,,,
អាខូស្ទិក,A-0293,អាខូស្ទិក,,015 3333 69,,,,,,,,,,,,,,
ជារិទ្ធីហេង,B-0294,ជារិទ្ធីហេង,,011 666 666 / 087 300 009,,,,,,,,,,,,,,
ហុងហាក់ហៀង,B-0295,ហុងហាក់ហៀង,,,,,,,,,,,,,,,,
CTN,B-0296,CTN,,081 294 615,,,,,,,,,,,,,,
ខ្ទឹមស (បឹងត្របែក),B-0297,ខ្ទឹមស (បឹងត្របែក),,089 888 863,,,,,,,,,,,,,,
សមុទ្របៃតង,B-0298,សមុទ្របៃតង,,012 964 744 / 077 622 229,,,,,,,,,,,,,,
ស្វាងតារ៉ា,B-0299,ស្វាងតារ៉ា,,012 901 898 / 012 459 339,,,,,,,,,,,,,,
ហេងហេងគ្រឿងសមុទ្រ,B-0300,ហេងហេងគ្រឿងសមុទ្រ,,017 581 188,,,,,,,,,,,,,,
ហ្វឺមេគង្គ,B-0301,ហ្វឺមេគង្គ,,097 899 1122,#47 st.223,,,,,,,,,,,,,
នំបុ័ងបឹងសាឡាង,B-0302,នំបុ័ងបឹងសាឡាង,,012 672 674 / 012 866 800,,,,,,,,,,,,,,
ហ្វឹកយាន (ផ្សារថ្មី),B-0303,ហ្វឹកយាន (ផ្សារថ្មី),,,,,,,,,,,,,,,,
ស្កាយផត (សាខាជារិទ្ធីហេង),B-0304,ស្កាយផត (សាខាជារិទ្ធីហេង),,012 969​305,,,,,,,,,,,,,,
ក្លឹប55,B-0305,ក្លឹប55,,089 422 843,,,,,,,,,,,,,,
នំបុ័ងផ្សារដេប៉ូ,B-0306,នំបុ័ងផ្សារដេប៉ូ,,010 989 168 / 017 212 598,,,,,,,,,,,,,,
ហួរណាម (ស្តុបបូកគោ),B-0307,ហួរណាម (ស្តុបបូកគោ),,011 610 616,,,,,,,,,,,,,,
សាលាបញ្ញាសាស្រ្ត (ជិតប្រោននរោត្តម),B-0308,សាលាបញ្ញាសាស្រ្ត (ជិតប្រោននរោត្តម),,,,,,,,,,,,,,,,
ស៊ូវួយស៊ាន st.128,B-0309,ស៊ូវួយស៊ាន st.128,,088 535 1350 / 012 729 901,ហួសបុរីអគីដេរ 2004 ឃើញវីងស្តាំដៃ,,,,,,,,,,,,,
ហួសបួរីអគីដេរ #79 st.2004,B-0310,ហួសបួរីអគីដេរ #79 st.2004,,078 507 882,,,,,,,,,,,,,,
ដាច់យប់ (ផ្សារស៊ីលឹប),B-0311,ដាច់យប់ (ផ្សារស៊ីលឹប),,089 307 777,,,,,,,,,,,,,,
ឡត 369 កាហ្វេ (អមតះចាស់),B-0312,ឡត 369 កាហ្វេ (អមតះចាស់),,012 484 111 / 012 750 430,,,,,,,,,,,,,,
ស៊ីវើលតាទី,B-0313,ស៊ីវើលតាទី,,012 813 817 / 012 336 296,,,,,,,,,,,,,,
ធូណាយ,B-0314,ធូណាយ,,087 488 882,,,,,,,,,,,,,,
ស៊ីនយ៉ា,B-0315,ស៊ីនយ៉ា,,017 998 830,,,,,,,,,,,,,,
ស្វាយគ្រប់រដូវ st.348,B-0316,ស្វាយគ្រប់រដូវ st.348,,085 595 959,,,,,,,,,,,,,,
Class Café,B-0317,Class Café,,023 454 5008,បញ្ឆិតសាលាវឹស្ទើនទួលគោក,,,,,,,,,,,,,
ម៉ាស្សាបូពារ៍,B-0318,ម៉ាស្សាបូពារ៍,,099 /23 191 / 096 979 9291,,,,,,,,,,,,,,
រ៉ក់ខូលស្ទូន (ក្រោយព្រឹតសភា),B-0319,រ៉ក់ខូលស្ទូន (ក្រោយព្រឹតសភា),,086 799 991,,,,,,,,,,,,,,
ហាងបាយក្រោយវ៉ាន់ដា,B-0320,ហាងបាយក្រោយវ៉ាន់ដា,,096 456 7086,,,,,,,,,,,,,,
វីឡាជ្រោយចង្វារ,B-0321,វីឡាជ្រោយចង្វារ,,098 688 552 / 010 303 306,,,,,,,,,,,,,,
លីហួង (លក់អង្ករ),B-0322,លីហួង (លក់អង្ករ),,,,,,,,,,,,,,,,
ហ៊ាកៅ (ទួលគោក),B-0323,ហ៊ាកៅ (ទួលគោក),,086 555 090,,,,,,,,,,,,,,
ហាងកូរ៉េ st.288,B-0324,ហាងកូរ៉េ st.288,,098 568 087,,,,,,,,,,,,,,
អង្គការមុខផ្សារហេងលី,B-0325,អង្គការមុខផ្សារហេងលី,,092 992 364,,,,,,,,,,,,,,
570,B-0326,570,,093 755 616 ,,,,,,,,,,,,,,
មីស្ទ័រម៉ាប់ 123,B-0327,មីស្ទ័រម៉ាប់ 123,,087 525 777 / 087 523 777,,,,,,,,,,,,,,
បាយមាន់សាំងហ្គាពួរ,B-0328,បាយមាន់សាំងហ្គាពួរ,​,,,,,,,,,,,,,,,
លីឡា (បឹងត្របែក),B-0329,លីឡា (បឹងត្របែក),,015 222 150 / 096 275 2992,,,,,,,,,,,,,,
លីណាផា,D-0330,លីណាផា,,016 214 555 /089 900 663,,,,,,,,,,,,,,
ម្ហូបអ្នកម្តាយ,B-0331,ម្ហូបអ្នកម្តាយ,,097 438 7240,,,,,,,,,,,,,,
សាយហ្គនស៊ីតធី,B-0332,សាយហ្គនស៊ីតធី,,023 991 938 / 086 463 672,,,,,,,,,,,,,,
ហ៊ាលីន,B-0333,ហ៊ាលីន,,012 309 666,,,,,,,,,,,,,,
កាហ្វេ អាមួសៀន,B-0334,កាហ្វេ អាមួសៀន,,012 597 800,,,,,,,,,,,,,,
ប្រាយប្រីច,B-0335,ប្រាយប្រីច,,023 229 168 / 015 224 885,#270 st.63,,,,,,,,,,,,,
ទូតចិន,B-0336,ទូតចិន,,012 901 805 / 012 999 117,,,,,,,,,,,,,,
ក្រោយស៊ែលខាត,B-0337,ក្រោយស៊ែលខាត,,012 982 184 / 086 809 494,,,,,,,,,,,,,,
ចំហ៊ុយត្រី,B-0338,ចំហ៊ុយត្រី,,012 998 832 / 012 317 744,,,,,,,,,,,,,,
បាយនាគមាស,B-0339,បាយនាគមាស,,010 915 688,,,,,,,,,,,,,,
បាយធានឆឹង,B-0340,បាយធានឆឹង,,089 993 082 / 093 401 731,,,,,,,,,,,,,,
ពេទ្យកុមារជាតិ,A-0341,ពេទ្យកុមារជាតិ,,012 849 184 / 092 713 422,,,,,,,,,,,,,,
ផ្ទះបាយខ្ញុំ,A-0342,ផ្ទះបាយខ្ញុំ,,017 822 345 / 016 291 168,,,,,,,,,,,,,,
ហ្សាតូរី,B-0343,ហ្សាតូរី,,096 610 7506,#148 st.110,,,,,,,,,,,,,
ការ៉ាស់ឡាន222 (ដឹស្តម),A-0344,ការ៉ាស់ឡាន222 (ដឹស្តម),,012 823 838 / 087 765 232,,,,,,,,,,,,,,
នំប៉ាវបួសសាលាទួនហ្វា,B-0345,នំប៉ាវបួសសាលាទួនហ្វា,,,,,,,,,,,,,,,,
មីសាច់គោ,B-0346,មីសាច់គោ,,097 232 2399,,,,,,,,,,,,,,
សាស៊ីមិស៊ូស៊ី,B-0347,សាស៊ីមិស៊ូស៊ី,,097 642 8888,,,,,,,,,,,,,,
X2 ផ្លូវភ្លោះ,B-0348,X2 ផ្លូវភ្លោះ,,011 555 895 / 011 335 152,,,,,,,,,,,,,,
ខ្មែរថៃ-XO,B-0349,ខ្មែរថៃ-XO,,011 910 912 / 015 910 912,,,,,,,,,,,,,,
ឡាយលាងហេង,B-0350,ឡាយលាងហេង,,011 259 438,,,,,,,,,,,,,,
មន្ទីពេទ្យសង់ត្រាល់,B-0351,មន្ទីពេទ្យសង់ត្រាល់,,012 957 627 / 023 214 955,,,,,,,,,,,,,,
វី,C-0352,វី,,017 765 290 / 096 237 9825,,,,,,,,,,,,,,
ដីថ្មី,C-0353,ដីថ្មី,,012 592 932,,,,,,,,,,,,,,
ប៉ាហ៊ុយថន,C-0354,ប៉ាហ៊ុយថន,,070 633 370 / 012 486 502,,,,,,,,,,,,,,
28C បញ្ចូលកំប៉ុង,C-0355,28C បញ្ចូលកំប៉ុង,,092 337 773,,,,,,,,,,,,,,
ផ្ទះទឹកកក,C-0356,ផ្ទះទឹកកក,,011 227 622 / 077 876 620,,,,,,,,,,,,,,
ពូមាន,C-0357,ពូមាន,,088 666 1657 / 096 757 7715,,,,,,,,,,,,,,
បុរីពិភពថ្មី (ព្រៃសហួសស្ពានដែក),C-0358,បុរីពិភពថ្មី (ព្រៃសហួសស្ពានដែក),,092 458 676 / 096 516 620,,,,,,,,,,,,,,
លាបវាសនា,C-0359,លាបវាសនា,,012 516 848 / 077 909 019,,,,,,,,,,,,,,
បងចាន់ថន,C-0360,បងចាន់ថន,,012 476 607,,,,,,,,,,,,,,
រស្មីទូកមាស,C-0361,រស្មីទូកមាស,,033 660​ 0444 / 088 677 7202,,,,,,,,,,,,,,
បងសុផាន,C-0362,បងសុផាន,,012 364 515,,,,,,,,,,,,,,
មុខវត្តនួនមុន្នី,C-0363,មុខវត្តនួនមុន្នី,,017 847 430,,,,,,,,,,,,,,
បុរីកីឡា,C-0364,បុរីកីឡា,,070 464 340,,,,,,,,,,,,,,
ពូហន,C-0365,ពូហន,,085 811 921,,,,,,,,,,,,,,
ខាកោះធំ,C-0366,ខាកោះធំ,,012 573 853 / 092 171 616,,,,,,,,,,,,,,
សុផាតទឹកថ្លា,C-0367,សុផាតទឹកថ្លា,,077 762 686 / 096 276 2686,,,,,,,,,,,,,,
ថាច,C-0368,ថាច,,023 663 8866 / 010 914 755,,,,,,,,,,,,,,
ហ៊ាគ្រាង,C-0369,ហ៊ាគ្រាង,,012 201 538,,,,,,,,,,,,,,
វត្តទឹកថ្លា,C-0370,វត្តទឹកថ្លា,,011 ​​​​​​​​​​​​028 981,,,,,,,,,,,,,,
តាម៉ាប់,C-0371,តាម៉ាប់,,017 787 199,,,,,,,,,,,,,,
ធាហេង អ៊ីណុក,D-0372,ធាហេង អ៊ីណុក,,015 338 499,,,,,,,,,,,,,,
គីមប៉ អ៊ីណុក,D-0373,គីមប៉ អ៊ីណុក,,012 858 659 / 012 345 082,,,,,,,,,,,,,,
ឃីងឃីតឆេន អ៊ីណុក,D-0374,ឃីងឃីតឆេន អ៊ីណុក,,092 719 274,,,,,,,,,,,,,,
ថៃឡុង អ៊ីណុក,D-0375,ថៃឡុង អ៊ីណុក,,,,,,,,,,,,,,,,
សាមប៊ុនធួន អ៊ីណុក,D-0376,សាមប៊ុនធួន អ៊ីណុក,,012 233 439 / 098 333 439,,,,,,,,,,,,,,
ជីស៊ុន អ៊ីណុក,D-0377,ជីស៊ុន អ៊ីណុក,,,,,,,,,,,,,,,,
រតនះ អ៊ីណុក,D-0378,រតនះ អ៊ីណុក,,,,,,,,,,,,,,,,
ហេងលីម អ៊ីណុក,D-0379,ហេងលីម អ៊ីណុក,,,,,,,,,,,,,,,,
រីណាន អ៊ីណុក,D-0380,រីណាន អ៊ីណុក,,,,,,,,,,,,,,,,
ចិនឡានលឿង អ៊ីណុក,D-0381,ចិនឡានលឿង អ៊ីណុក,,,,,,,,,,,,,,,,
ស្ពានអាកាស អ៊ីណុក,D-0382,ស្ពានអាកាស អ៊ីណុក,,,,,,,,,,,,,,,,
មិចហ្គាស,C-0383,មិចហ្គាស,,,,,,,,,,,,,,,,
រតះនះបញ្ញា អ៊ីណុក,D-0384,រតះនះបញ្ញា អ៊ីណុក,,,,,,,,,,,,,,,,
លីហេង អ៊ីណុក,D-0385,លីហេង អ៊ីណុក,,,,,,,,,,,,,,,,
ចិនស្គម អ៊ីណុក,D-0386,ចិនស្គម អ៊ីណុក,,,,,,,,,,,,,,,,
គួងហុង អ៊ីណុក,D-0387,គួងហុង អ៊ីណុក,,,,,,,,,,,,,,,,
ជីងហ្វូ អ៊ីណុក,D-0388,ជីងហ្វូ អ៊ីណុក,,,,,,,,,,,,,,,,
ឆាលី អ៊ីណុក,D-0389,ឆាលី អ៊ីណុក,,,,,,,,,,,,,,,,
ចាន់ថុល អ៊ីណុក,D-0390,ចាន់ថុល អ៊ីណុក,,,,,,,,,,,,,,,,
Chales Wembley អ៊ីណុក,D-0391,Chales Wembley អ៊ីណុក,,,,,,,,,,,,,,,,
ហាក់ហួរ អ៊ីណុក,D-0392,ហាក់ហួរ អ៊ីណុក,,,,,,,,,,,,,,,,
ហាក់ងួន អ៊ីណុក,D-0393,ហាក់ងួន អ៊ីណុក,,,,,,,,,,,,,,,,
ហេងចំណូល អ៊ីណុក,D-0394,ហេងចំណូល អ៊ីណុក,,,,,,,,,,,,,,,,
ហេងសុខជា អ៊ីណុក,D-0395,ហេងសុខជា អ៊ីណុក,,012 882 347 / 015 882 347,,,,,,,,,,,,,,
អាយមេត អ៊ីណុក,D-0396,អាយមេត អ៊ីណុក,,098 938 001,,,,,,,,,,,,,,
គីមហ័រស្រេង,D-0397,គីមហ័រស្រេង,,089 642 098 / 088 888 9060,,,,,,,,,,,,,,
វេងសេង អ៊ីណុក,D-0398,វេងសេង អ៊ីណុក,,011 222 938,,,,,,,,,,,,,,
Ultimate អ៊ីណុក,D-0399,Ultimate អ៊ីណុក,,077 687 168 / 023 214 128,,,,,,,,,,,,,,
វេងស៊ាង អ៊ីណុក,D-0400,វេងស៊ាង អ៊ីណុក,,012 882 871 / 017 222 522,,,,,,,,,,,,,,
ប៊ិចសាន់,C-0401,ប៊ិចសាន់,,086 777 686,,,,,,,,,,,,,,
